S_STORE_NAME1|S_STORE_ID1|D_WEEK_SEQ1|SUN_SALES1/SUN_SALES2|MON_SALES1/MON_SALES2|TUE_SALES1/TUE_SALES2|WED_SALES1/WED_SALES2|THU_SALES1/THU_SALES2|FRI_SALES1/FRI_SALES2|SAT_SALES1/SAT_SALES2|
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5271||||||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5272||||3.41338005215123859191655801825293350717E00||||
 able|AAAAAAAACAAAAAAA|5273||||1.31561034206612515730465621782404759181E00||||
 able|AAAAAAAACAAAAAAA|5273||||1.31561034206612515730465621782404759181E00||||
